-,sp,_
22472,Ieyasu,5*,shadow,blade,6159,[Heralds_of_Hinomoto+The_Fires_of_Hate][Shinobi][Agito],<hp70 & hp100>,100% poison uptime,attack:3590,skill_1:9617,s1_bleed:9263,simulated_poison:0
17864,_c_Ieyasu,5*,shadow,blade,5475,[Heralds_of_Hinomoto+The_Fires_of_Hate][Shinobi][Agito],!<hp70 & hp100>,100% poison uptime,attack:2854,skill_1:7657,s1_bleed:7352,simulated_poison:0
-,sp,k
22472,Ieyasu,5*,shadow,blade,6159,[Heralds_of_Hinomoto+The_Fires_of_Hate][Shinobi][Agito],<hp70 & hp100>,100% poison uptime,attack:3590,skill_1:9617,s1_bleed:9263,simulated_poison:0
17864,_c_Ieyasu,5*,shadow,blade,5475,[Heralds_of_Hinomoto+The_Fires_of_Hate][Shinobi][Agito],!<hp70 & hp100>,100% poison uptime,attack:2854,skill_1:7657,s1_bleed:7352,simulated_poison:0
-,sp,r
25304,Ieyasu,5*,shadow,blade,6159,[Heralds_of_Hinomoto+The_Fires_of_Hate][Shinobi][Agito],<hp70 & hp100>,100% poison uptime,attack:3590,skill_1:11060,s1_bleed:10652,simulated_poison:0
20116,_c_Ieyasu,5*,shadow,blade,5475,[Heralds_of_Hinomoto+The_Fires_of_Hate][Shinobi][Agito],!<hp70 & hp100>,100% poison uptime,attack:2854,skill_1:8805,s1_bleed:8455,simulated_poison:0
-,sp,kr
25304,Ieyasu,5*,shadow,blade,6159,[Heralds_of_Hinomoto+The_Fires_of_Hate][Shinobi][Agito],<hp70 & hp100>,100% poison uptime,attack:3590,skill_1:11060,s1_bleed:10652,simulated_poison:0
20116,_c_Ieyasu,5*,shadow,blade,5475,[Heralds_of_Hinomoto+The_Fires_of_Hate][Shinobi][Agito],!<hp70 & hp100>,100% poison uptime,attack:2854,skill_1:8805,s1_bleed:8455,simulated_poison:0
-,sp,d
24299,Ieyasu,5*,shadow,blade,6159,[Heralds_of_Hinomoto+The_Fires_of_Hate][Shinobi][Agito],<hp70 & hp100>,100% poison uptime,attack:3882,skill_1:10390,s1_bleed:10025,simulated_poison:0
19488,_c_Ieyasu,5*,shadow,blade,5475,[Heralds_of_Hinomoto+The_Fires_of_Hate][Shinobi][Agito],!<hp70 & hp100>,100% poison uptime,attack:3114,skill_1:8343,s1_bleed:8030,simulated_poison:0
-,sp,kd
24299,Ieyasu,5*,shadow,blade,6159,[Heralds_of_Hinomoto+The_Fires_of_Hate][Shinobi][Agito],<hp70 & hp100>,100% poison uptime,attack:3882,skill_1:10390,s1_bleed:10025,simulated_poison:0
19488,_c_Ieyasu,5*,shadow,blade,5475,[Heralds_of_Hinomoto+The_Fires_of_Hate][Shinobi][Agito],!<hp70 & hp100>,100% poison uptime,attack:3114,skill_1:8343,s1_bleed:8030,simulated_poison:0
-,sp,rd
27361,Ieyasu,5*,shadow,blade,6159,[Heralds_of_Hinomoto+The_Fires_of_Hate][Shinobi][Agito],<hp70 & hp100>,100% poison uptime,attack:3882,skill_1:11948,s1_bleed:11529,simulated_poison:0
21944,_c_Ieyasu,5*,shadow,blade,5475,[Heralds_of_Hinomoto+The_Fires_of_Hate][Shinobi][Agito],!<hp70 & hp100>,100% poison uptime,attack:3114,skill_1:9594,s1_bleed:9234,simulated_poison:0
-,sp,krd
27361,Ieyasu,5*,shadow,blade,6159,[Heralds_of_Hinomoto+The_Fires_of_Hate][Shinobi][Agito],<hp70 & hp100>,100% poison uptime,attack:3882,skill_1:11948,s1_bleed:11529,simulated_poison:0
21944,_c_Ieyasu,5*,shadow,blade,5475,[Heralds_of_Hinomoto+The_Fires_of_Hate][Shinobi][Agito],!<hp70 & hp100>,100% poison uptime,attack:3114,skill_1:9594,s1_bleed:9234,simulated_poison:0
-,sp,b
24502,Ieyasu,5*,shadow,blade,6159,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],<hp70 & hp100>,100% poison uptime,attack:3887,skill_1:10434,s1_bleed:10179,simulated_poison:0
18395,_c_Ieyasu,5*,shadow,blade,5475,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],!<hp70 & hp100>,100% poison uptime,attack:2913,skill_1:7834,s1_bleed:7647,simulated_poison:0
-,sp,kb
24502,Ieyasu,5*,shadow,blade,6159,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],<hp70 & hp100>,100% poison uptime,attack:3887,skill_1:10434,s1_bleed:10179,simulated_poison:0
18395,_c_Ieyasu,5*,shadow,blade,5475,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],!<hp70 & hp100>,100% poison uptime,attack:2913,skill_1:7834,s1_bleed:7647,simulated_poison:0
-,sp,rb
27594,Ieyasu,5*,shadow,blade,6159,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],<hp70 & hp100>,100% poison uptime,attack:3887,skill_1:12000,s1_bleed:11706,simulated_poison:0
20717,_c_Ieyasu,5*,shadow,blade,5475,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],!<hp70 & hp100>,100% poison uptime,attack:2913,skill_1:9009,s1_bleed:8794,simulated_poison:0
-,sp,krb
27594,Ieyasu,5*,shadow,blade,6159,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],<hp70 & hp100>,100% poison uptime,attack:3887,skill_1:12000,s1_bleed:11706,simulated_poison:0
20717,_c_Ieyasu,5*,shadow,blade,5475,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],!<hp70 & hp100>,100% poison uptime,attack:2913,skill_1:9009,s1_bleed:8794,simulated_poison:0
-,sp,db
26315,Ieyasu,5*,shadow,blade,6159,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],<hp70 & hp100>,100% poison uptime,attack:4177,skill_1:11206,s1_bleed:10930,simulated_poison:0
20007,_c_Ieyasu,5*,shadow,blade,5475,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],!<hp70 & hp100>,100% poison uptime,attack:3171,skill_1:8520,s1_bleed:8314,simulated_poison:0
-,sp,kdb
26315,Ieyasu,5*,shadow,blade,6159,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],<hp70 & hp100>,100% poison uptime,attack:4177,skill_1:11206,s1_bleed:10930,simulated_poison:0
20007,_c_Ieyasu,5*,shadow,blade,5475,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],!<hp70 & hp100>,100% poison uptime,attack:3171,skill_1:8520,s1_bleed:8314,simulated_poison:0
-,sp,rdb
29636,Ieyasu,5*,shadow,blade,6159,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],<hp70 & hp100>,100% poison uptime,attack:4177,skill_1:12887,s1_bleed:12570,simulated_poison:0
22532,_c_Ieyasu,5*,shadow,blade,5475,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],!<hp70 & hp100>,100% poison uptime,attack:3171,skill_1:9798,s1_bleed:9561,simulated_poison:0
-,sp,krdb
29636,Ieyasu,5*,shadow,blade,6159,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],<hp70 & hp100>,100% poison uptime,attack:4177,skill_1:12887,s1_bleed:12570,simulated_poison:0
22532,_c_Ieyasu,5*,shadow,blade,5475,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],!<hp70 & hp100>,100% poison uptime,attack:3171,skill_1:9798,s1_bleed:9561,simulated_poison:0
